"Story","Title","Result","Date","Stability","Duration (s)"
"Comparar Prendas","Comparar una prenda","IGNORED","2021-01-28T09:20:09.9828368-03:00[America/Buenos_Aires]","0.0","7.36"
"Comparar Prendas","Comparar dos prendas","IGNORED","2021-01-28T09:20:17.3625953-03:00[America/Buenos_Aires]","0.0","6.43"
"Comparar Prendas","Comparar cuatro prendas","IGNORED","2021-01-28T09:20:23.796754-03:00[America/Buenos_Aires]","0.0","6.36"
